InvoiceNo,CustomerID,PurchaseDate,ProductCategory,Product,Quantity,UnitPrice,TotalSpend
INV-102028,CUST-0015,2025-01-03 17:55:11,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,78.77,315.08
INV-101760,CUST-0073,2025-01-03 18:29:04,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,297.26,297.26
INV-101977,CUST-0140,2025-01-03 18:42:41,Smart Office & Furniture,Motorized Standing Desk Frame,1,379.16,379.16
INV-102028,CUST-0015,2025-01-03 19:37:49,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,35.05,35.05
INV-101760,CUST-0073,2025-01-03 22:38:05,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,35.68,107.04
INV-103331,CUST-0002,2025-01-05 15:58:38,Computer Accessories,Custom Mechanical RGB Keyboard,2,185.67,371.34
INV-102995,CUST-0439,2025-01-05 18:40:39,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,87.18,261.54
INV-102787,CUST-0096,2025-01-06 12:21:24,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,294.95,1474.75
INV-100727,CUST-0152,2025-01-06 17:52:16,Smart Office & Furniture,Motorized Standing Desk Frame,4,423.38,1693.52
INV-103019,CUST-0044,2025-01-06 21:45:31,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,34.23,68.46
INV-103281,CUST-0092,2025-01-07 17:50:10,Computer Accessories,Premium Aluminum Monitor Arm,6,77.28,463.68
INV-103429,CUST-0362,2025-01-08 10:36:58,Wearables & Fitness,Heart Rate Performance Sensor Band,2,108.86,217.72
INV-103490,CUST-0284,2025-01-08 10:52:39,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,98.49,295.47
INV-102622,CUST-0311,2025-01-08 14:53:30,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,254.46,763.38
INV-100324,CUST-0144,2025-01-09 09:47:43,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,36.17,144.68
INV-102558,CUST-0433,2025-01-09 10:38:50,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,81.59,326.36
INV-102664,CUST-0142,2025-01-09 18:40:15,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,88.57,442.85
INV-103802,CUST-0108,2025-01-09 18:51:21,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,75.22,150.44
INV-100324,CUST-0144,2025-01-09 19:21:02,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,89.94,179.88
INV-102664,CUST-0142,2025-01-09 19:55:08,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,84.51,169.02
INV-100418,CUST-0012,2025-01-10 13:41:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,34.49,206.94
INV-103223,CUST-0285,2025-01-10 19:22:08,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,43.37,130.11
INV-103282,CUST-0092,2025-01-11 08:08:23,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,94.06,282.18
INV-103282,CUST-0092,2025-01-11 08:54:06,Electronics & Audio,Thunderbolt 4 Docking Station,5,230.55,1152.75
INV-101601,CUST-0209,2025-01-11 10:54:27,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,242.01,968.04
INV-103763,CUST-0139,2025-01-11 12:51:49,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,82.02,82.02
INV-101038,CUST-0364,2025-01-11 15:26:26,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,6,39.6,237.6
INV-103787,CUST-0332,2025-01-11 16:53:17,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,483.38,966.76
INV-101601,CUST-0209,2025-01-11 16:59:16,Computer Accessories,Custom Mechanical RGB Keyboard,1,146.99,146.99
INV-100645,CUST-0241,2025-01-11 19:37:11,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,35.68,214.08
INV-103787,CUST-0332,2025-01-11 22:02:35,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,49.37,98.74
INV-100645,CUST-0241,2025-01-11 22:32:54,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,56.86,56.86
INV-102029,CUST-0015,2025-01-12 21:15:26,Computer Accessories,Custom Mechanical RGB Keyboard,1,146.76,146.76
INV-103138,CUST-0001,2025-01-13 15:47:02,Wearables & Fitness,Heart Rate Performance Sensor Band,1,95.38,95.38
INV-103531,CUST-0240,2025-01-14 09:09:01,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,92.93,278.79
INV-103673,CUST-0261,2025-01-14 21:52:06,Wearables & Fitness,Heart Rate Performance Sensor Band,6,108.52,651.12
INV-100918,CUST-0264,2025-01-15 10:20:48,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,54.52,272.6
INV-100918,CUST-0264,2025-01-15 22:12:44,Computer Accessories,Premium Aluminum Monitor Arm,3,69.71,209.13
INV-100757,CUST-0060,2025-01-17 09:32:35,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,35.13,175.65
INV-103066,CUST-0123,2025-01-17 15:34:05,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,36.32,108.96
INV-101098,CUST-0314,2025-01-17 17:47:44,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,317.61,1270.44
INV-101098,CUST-0314,2025-01-17 18:09:22,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,96.16,384.64
INV-101216,CUST-0095,2025-01-17 18:36:30,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,77.34,154.68
INV-100757,CUST-0060,2025-01-17 20:40:10,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,55.08,165.24
INV-101276,CUST-0239,2025-01-18 09:09:00,Smart Office & Furniture,Motorized Standing Desk Frame,4,391.26,1565.04
INV-101988,CUST-0336,2025-01-18 10:08:54,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,51.37,51.37
INV-101978,CUST-0140,2025-01-18 20:37:27,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,239.65,718.95
INV-101082,CUST-0176,2025-01-19 21:55:15,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,86.86,86.86
INV-103313,CUST-0323,2025-01-20 09:00:53,Wearables & Fitness,Titanium GPS Smart Fitness Watch,5,309.88,1549.4
INV-103313,CUST-0323,2025-01-20 09:44:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,42.68,213.4
INV-103313,CUST-0323,2025-01-20 10:27:48,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,5,575.66,2878.3
INV-100758,CUST-0060,2025-01-20 11:53:49,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,36.01,180.05
INV-101311,CUST-0437,2025-01-20 19:16:36,Computer Accessories,Premium Aluminum Monitor Arm,3,65.98,197.94
INV-101311,CUST-0437,2025-01-20 20:08:09,Wearables & Fitness,Heart Rate Performance Sensor Band,3,89.67,269.01
INV-101372,CUST-0069,2025-01-21 10:20:27,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,254.18,762.54
INV-101705,CUST-0232,2025-01-22 08:46:11,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,488.39,976.78
INV-101705,CUST-0232,2025-01-22 11:11:52,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,304.01,304.01
INV-100919,CUST-0264,2025-01-22 15:18:57,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,328.45,656.9
INV-101217,CUST-0095,2025-01-22 16:17:30,Smart Office & Furniture,Motorized Standing Desk Frame,2,394.19,788.38
INV-100919,CUST-0264,2025-01-22 18:10:36,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,6,38.98,233.88
INV-100931,CUST-0340,2025-01-23 15:08:36,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,36.21,108.63
INV-100931,CUST-0340,2025-01-23 16:57:50,Computer Accessories,Custom Mechanical RGB Keyboard,2,162.36,324.72
INV-100931,CUST-0340,2025-01-23 16:58:22,Wearables & Fitness,Heart Rate Performance Sensor Band,4,99.43,397.72
INV-103556,CUST-0198,2025-01-23 19:30:45,Smart Office & Furniture,Motorized Standing Desk Frame,4,456.63,1826.52
INV-103224,CUST-0285,2025-01-24 08:53:17,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,101.59,609.54
INV-102996,CUST-0439,2025-01-24 09:42:57,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.81,67.62
INV-102751,CUST-0133,2025-01-24 10:35:09,Computer Accessories,Custom Mechanical RGB Keyboard,5,153.06,765.3
INV-103430,CUST-0362,2025-01-24 21:21:14,Wearables & Fitness,Heart Rate Performance Sensor Band,3,103.49,310.47
INV-100189,CUST-0418,2025-01-25 09:32:43,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,331.88,331.88
INV-100850,CUST-0078,2025-01-25 10:57:39,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,39.33,78.66
INV-103700,CUST-0135,2025-01-25 11:31:39,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,30.2,30.2
INV-102018,CUST-0165,2025-01-25 14:04:02,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,239.95,479.9
INV-100189,CUST-0418,2025-01-25 14:14:20,Computer Accessories,Custom Mechanical RGB Keyboard,6,168.17,1009.02
INV-101761,CUST-0073,2025-01-25 15:40:54,Computer Accessories,Premium Aluminum Monitor Arm,4,64.87,259.48
INV-101799,CUST-0248,2025-01-25 16:15:56,Smart Office & Furniture,Motorized Standing Desk Frame,2,391.39,782.78
INV-101761,CUST-0073,2025-01-25 16:35:11,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,81.93,81.93
INV-100189,CUST-0418,2025-01-25 19:20:17,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,35.51,71.02
INV-103115,CUST-0251,2025-01-25 19:56:54,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,3,543.64,1630.92
INV-101039,CUST-0364,2025-01-25 20:21:07,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,39.67,158.68
INV-102857,CUST-0398,2025-01-26 12:36:25,Computer Accessories,Premium Aluminum Monitor Arm,5,66.03,330.15
INV-103491,CUST-0284,2025-01-26 19:48:55,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,41.79,208.95
INV-101689,CUST-0246,2025-01-26 20:56:53,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,291.8,1167.2
INV-102857,CUST-0398,2025-01-26 21:16:24,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.32,137.28
INV-101325,CUST-0388,2025-01-27 12:36:00,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,50.38,100.76
INV-101040,CUST-0364,2025-01-27 14:18:54,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,303.53,607.06
INV-101040,CUST-0364,2025-01-27 14:40:18,Computer Accessories,Premium Aluminum Monitor Arm,6,72.02,432.12
INV-103575,CUST-0306,2025-01-27 15:13:17,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,39.46,78.92
INV-101040,CUST-0364,2025-01-27 22:57:54,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,55.52,333.12
INV-101400,CUST-0207,2025-01-28 11:17:28,Wearables & Fitness,Heart Rate Performance Sensor Band,3,92.37,277.11
INV-103717,CUST-0235,2025-01-28 19:34:44,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,233.98,467.96
INV-100759,CUST-0060,2025-01-29 08:53:23,Smart Office & Furniture,Motorized Standing Desk Frame,5,404.97,2024.85
INV-101762,CUST-0073,2025-01-29 16:53:16,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,85.82,171.64
INV-102537,CUST-0018,2025-01-29 17:05:34,Wearables & Fitness,Heart Rate Performance Sensor Band,1,94.19,94.19
INV-103868,CUST-0041,2025-01-29 19:20:05,Computer Accessories,Premium Aluminum Monitor Arm,2,62.42,124.84
INV-101373,CUST-0069,2025-01-29 20:24:40,Electronics & Audio,Thunderbolt 4 Docking Station,1,193.26,193.26
INV-103451,CUST-0392,2025-01-30 10:00:23,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,346.4,1385.6
INV-101099,CUST-0314,2025-01-30 12:56:40,Computer Accessories,Premium Aluminum Monitor Arm,4,71.74,286.96
INV-103576,CUST-0306,2025-01-30 13:37:11,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,303.51,1214.04
INV-100646,CUST-0241,2025-01-30 14:27:13,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,36.71,73.42
INV-103451,CUST-0392,2025-01-30 15:35:47,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,306.34,612.68
INV-103451,CUST-0392,2025-01-30 18:18:36,Wearables & Fitness,Heart Rate Performance Sensor Band,2,103.8,207.6
INV-100932,CUST-0340,2025-01-30 21:02:15,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,53.22,319.32
INV-101099,CUST-0314,2025-01-30 22:28:56,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,93.84,563.04
INV-101099,CUST-0314,2025-01-30 22:43:22,Computer Accessories,Custom Mechanical RGB Keyboard,5,160.7,803.5
INV-100356,CUST-0035,2025-01-31 09:30:42,Computer Accessories,Custom Mechanical RGB Keyboard,5,168.32,841.6
INV-101062,CUST-0097,2025-01-31 13:45:35,Electronics & Audio,Thunderbolt 4 Docking Station,2,216.01,432.02
INV-103314,CUST-0323,2025-01-31 18:53:02,Computer Accessories,Premium Aluminum Monitor Arm,5,75.8,379.0
INV-101062,CUST-0097,2025-01-31 19:51:31,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,86.44,518.64
INV-101118,CUST-0316,2025-01-31 22:07:19,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,35.69,142.76
INV-103197,CUST-0397,2025-01-31 22:41:58,Wearables & Fitness,Heart Rate Performance Sensor Band,2,106.0,212.0
INV-100356,CUST-0035,2025-01-31 22:50:34,Wearables & Fitness,Titanium GPS Smart Fitness Watch,5,276.09,1380.45
INV-101730,CUST-0075,2025-02-01 08:17:51,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.53,63.06
INV-102872,CUST-0368,2025-02-01 17:27:31,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,32.78,65.56
INV-102872,CUST-0368,2025-02-01 18:49:47,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,5,542.68,2713.4
INV-103577,CUST-0306,2025-02-02 16:14:52,Wearables & Fitness,Heart Rate Performance Sensor Band,5,108.61,543.05
INV-100016,CUST-0042,2025-02-02 20:43:29,Computer Accessories,Premium Aluminum Monitor Arm,6,69.11,414.66
INV-101083,CUST-0176,2025-02-03 09:31:03,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,94.96,189.92
INV-100190,CUST-0418,2025-02-03 09:56:29,Computer Accessories,Custom Mechanical RGB Keyboard,1,170.98,170.98
INV-100190,CUST-0418,2025-02-03 12:20:05,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,40.47,121.41
INV-103857,CUST-0317,2025-02-03 16:37:29,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,78.22,78.22
INV-101312,CUST-0437,2025-02-04 19:18:19,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,301.51,904.53
INV-101084,CUST-0176,2025-02-05 11:31:06,Wearables & Fitness,Heart Rate Performance Sensor Band,4,100.39,401.56
INV-100706,CUST-0157,2025-02-05 14:42:23,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,54.12,216.48
INV-100310,CUST-0243,2025-02-05 16:02:22,Wearables & Fitness,Heart Rate Performance Sensor Band,3,95.58,286.74
INV-100310,CUST-0243,2025-02-05 19:41:35,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,5,564.92,2824.6
INV-100310,CUST-0243,2025-02-05 21:43:47,Electronics & Audio,Thunderbolt 4 Docking Station,4,201.82,807.28
INV-101326,CUST-0388,2025-02-06 15:49:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,36.63,36.63
INV-102680,CUST-0320,2025-02-06 17:20:18,Computer Accessories,Custom Mechanical RGB Keyboard,1,154.84,154.84
INV-102680,CUST-0320,2025-02-06 18:27:27,Electronics & Audio,Thunderbolt 4 Docking Station,2,198.03,396.06
INV-103812,CUST-0326,2025-02-06 18:54:31,Computer Accessories,Custom Mechanical RGB Keyboard,2,145.77,291.54
INV-101660,CUST-0218,2025-02-07 09:48:28,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,311.15,933.45
INV-102997,CUST-0439,2025-02-07 10:02:40,Wearables & Fitness,Heart Rate Performance Sensor Band,5,94.15,470.75
INV-102728,CUST-0031,2025-02-07 12:56:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.59,100.77
INV-102997,CUST-0439,2025-02-07 17:17:11,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,3,519.06,1557.18
INV-100791,CUST-0202,2025-02-07 17:30:00,Wearables & Fitness,Heart Rate Performance Sensor Band,6,101.21,607.26
INV-101660,CUST-0218,2025-02-07 20:53:49,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,77.48,232.44
INV-101384,CUST-0156,2025-02-08 12:03:25,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,87.44,349.76
INV-103075,CUST-0158,2025-02-08 15:22:59,Electronics & Audio,Thunderbolt 4 Docking Station,1,201.09,201.09
INV-101384,CUST-0156,2025-02-08 16:26:57,Electronics & Audio,Thunderbolt 4 Docking Station,3,187.83,563.49
INV-101468,CUST-0281,2025-02-08 16:40:30,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,31.61,126.44
INV-103758,CUST-0286,2025-02-09 15:10:38,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,279.09,558.18
INV-102799,CUST-0345,2025-02-10 17:58:44,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,34.81,174.05
INV-103720,CUST-0330,2025-02-11 11:32:08,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,245.59,491.18
INV-103720,CUST-0330,2025-02-11 12:13:29,Electronics & Audio,Thunderbolt 4 Docking Station,1,180.01,180.01
INV-103139,CUST-0001,2025-02-11 13:20:43,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,39.14,78.28
INV-103139,CUST-0001,2025-02-11 14:44:38,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,288.49,288.49
INV-100054,CUST-0180,2025-02-11 16:53:32,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,275.95,827.85
INV-103383,CUST-0387,2025-02-11 18:28:40,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,44.87,134.61
INV-103139,CUST-0001,2025-02-11 19:09:07,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,83.21,83.21
INV-103357,CUST-0081,2025-02-12 08:13:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,38.67,193.35
INV-103674,CUST-0261,2025-02-12 13:01:22,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,105.81,211.62
INV-101616,CUST-0216,2025-02-12 13:12:19,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,265.49,1061.96
INV-102019,CUST-0165,2025-02-12 14:36:27,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,32.87,32.87
INV-103674,CUST-0261,2025-02-12 14:55:35,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,39.22,78.44
INV-103102,CUST-0010,2025-02-13 13:48:07,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,83.42,166.84
INV-103102,CUST-0010,2025-02-13 17:31:27,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,53.71,53.71
INV-100760,CUST-0060,2025-02-13 18:07:28,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,53.0,53.0
INV-103431,CUST-0362,2025-02-14 08:55:03,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,3,618.9,1856.7
INV-100647,CUST-0241,2025-02-14 09:33:08,Computer Accessories,Premium Aluminum Monitor Arm,3,68.81,206.43
INV-101839,CUST-0255,2025-02-14 12:54:33,Computer Accessories,Custom Mechanical RGB Keyboard,1,147.4,147.4
INV-101706,CUST-0232,2025-02-15 08:42:28,Computer Accessories,Custom Mechanical RGB Keyboard,2,147.53,295.06
INV-100325,CUST-0144,2025-02-15 17:52:14,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,331.52,994.56
INV-101571,CUST-0440,2025-02-16 10:54:32,Computer Accessories,Custom Mechanical RGB Keyboard,1,145.74,145.74
INV-101571,CUST-0440,2025-02-16 11:06:11,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,35.94,143.76
INV-103225,CUST-0285,2025-02-16 16:10:37,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,43.5,217.5
INV-101571,CUST-0440,2025-02-16 18:34:54,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,36.15,144.6
INV-102559,CUST-0433,2025-02-16 19:26:24,Electronics & Audio,Thunderbolt 4 Docking Station,4,191.85,767.4
INV-100191,CUST-0418,2025-02-16 20:19:47,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,324.49,648.98
INV-102559,CUST-0433,2025-02-16 20:26:06,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,51.38,51.38
INV-100357,CUST-0035,2025-02-16 20:43:41,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,282.6,282.6
INV-101041,CUST-0364,2025-02-17 08:39:59,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,1,530.88,530.88
INV-101602,CUST-0209,2025-02-17 10:33:04,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,32.26,64.52
INV-100379,CUST-0160,2025-02-17 12:13:14,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,53.85,323.1
INV-100379,CUST-0160,2025-02-17 21:39:22,Computer Accessories,Custom Mechanical RGB Keyboard,2,169.41,338.82
INV-103557,CUST-0198,2025-02-18 10:02:25,Computer Accessories,Premium Aluminum Monitor Arm,5,79.05,395.25
INV-101827,CUST-0304,2025-02-18 17:17:54,Smart Office & Furniture,Motorized Standing Desk Frame,3,366.19,1098.57
INV-100311,CUST-0243,2025-02-18 18:03:59,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,54.05,324.3
INV-101649,CUST-0376,2025-02-19 15:49:52,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,34.57,103.71
INV-101649,CUST-0376,2025-02-19 20:39:23,Smart Office & Furniture,Motorized Standing Desk Frame,3,386.43,1159.29
INV-101840,CUST-0255,2025-02-19 21:44:59,Computer Accessories,Premium Aluminum Monitor Arm,4,62.66,250.64
INV-103358,CUST-0081,2025-02-20 08:11:39,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,60.16,120.32
INV-103603,CUST-0412,2025-02-20 13:48:08,Computer Accessories,Premium Aluminum Monitor Arm,2,75.5,151.0
INV-103827,CUST-0430,2025-02-20 17:13:33,Computer Accessories,Custom Mechanical RGB Keyboard,1,143.17,143.17
INV-100055,CUST-0180,2025-02-21 08:23:21,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,93.31,279.93
